lat,lon,binary,subset,country,geometry,copernicus,glad,gflfc30,dynamicworld,digital-earth-africa,esri-lulc,stratum
3.3226177399453816,40.14898007195484,0,testing,Kenya,POINT (40.14898007195484 3.3226177399453816),0,0,0,1,0,0,0.0
-1.1530997062886132,37.206652528458754,1,testing,Kenya,POINT (37.206652528458754 -1.1530997062886132),1,0,0,0,0,1,0.0
-2.0059902859724703,36.33551213412802,0,testing,Kenya,POINT (36.33551213412802 -2.0059902859724703),0,0,0,0,0,0,0.0
2.890470600118884,37.81898292849584,0,testing,Kenya,POINT (37.81898292849584 2.890470600118884),0,0,0,0,0,0,0.0
-1.8728601229685733,36.964503175730776,0,testing,Kenya,POINT (36.964503175730776 -1.8728601229685733),1,0,0,0,1,0,0.0
-0.4964088525298225,36.6457343594037,0,testing,Kenya,POINT (36.6457343594037 -0.4964088525298225),0,0,0,0,1,0,0.0
3.1963730568049717,38.249558852614086,0,testing,Kenya,POINT (38.249558852614086 3.1963730568049717),0,0,0,1,0,0,0.0
3.8915106166058218,35.416853560011795,0,testing,Kenya,POINT (35.416853560011795 3.8915106166058218),0,0,0,0,0,0,0.0
1.0897067468642034,34.793844712321096,1,testing,Kenya,POINT (34.793844712321096 1.0897067468642034),1,1,0,1,1,1,1.0
0.4963590966445787,35.82894420505845,0,testing,Kenya,POINT (35.82894420505845 0.4963590966445787),1,0,0,0,0,0,0.0
2.551083375648153,40.86680566262454,0,testing,Kenya,POINT (40.86680566262454 2.551083375648153),0,0,0,0,0,0,0.0
2.172412965946544,37.42434808348648,0,testing,Kenya,POINT (37.42434808348648 2.172412965946544),0,0,0,0,0,0,0.0
-0.7226093010817065,37.15129430727518,0,testing,Kenya,POINT (37.15129430727518 -0.7226093010817065),0,0,0,0,0,0,1.0
-0.3086155983480622,35.89383258961963,1,testing,Kenya,POINT (35.89383258961963 -0.3086155983480622),1,1,0,1,1,1,1.0
1.21050200959807,34.8374317772852,1,testing,Kenya,POINT (34.8374317772852 1.21050200959807),1,1,0,1,0,1,1.0
-1.5673861189284093,37.47851943218349,1,testing,Kenya,POINT (37.47851943218349 -1.5673861189284093),1,0,1,0,1,0,0.0
-2.005984528930677,38.7070591354366,0,testing,Kenya,POINT (38.7070591354366 -2.005984528930677),0,0,0,0,0,0,0.0
-0.86257077504155,34.838779927856656,1,testing,Kenya,POINT (34.838779927856656 -0.86257077504155),0,1,0,0,1,0,1.0
1.2193124117332883,37.44660412263658,0,testing,Kenya,POINT (37.44660412263658 1.2193124117332883),0,0,0,0,0,0,0.0
0.0755998588288166,34.6632601985172,0,testing,Kenya,POINT (34.6632601985172 0.0755998588288166),1,0,0,0,1,0,1.0
0.6729112014973999,34.638949502003825,1,testing,Kenya,POINT (34.638949502003825 0.6729112014973999),1,0,0,1,1,1,1.0
0.7630158568229832,34.5994023707549,1,testing,Kenya,POINT (34.5994023707549 0.7630158568229832),0,1,1,0,0,1,1.0
2.255505688906279,36.93706274251377,0,testing,Kenya,POINT (36.93706274251377 2.255505688906279),0,0,0,0,0,0,0.0
4.03082660667592,40.44223583641046,0,testing,Kenya,POINT (40.44223583641046 4.03082660667592),0,0,0,0,0,0,0.0
-0.5684581218619031,36.06039300271393,1,testing,Kenya,POINT (36.06039300271393 -0.5684581218619031),1,1,0,1,1,1,0.0
0.1193191911470869,37.59588686792248,0,testing,Kenya,POINT (37.59588686792248 0.1193191911470869),0,0,0,0,0,0,0.0
-0.7711616777128759,34.95006733497294,1,testing,Kenya,POINT (34.95006733497294 -0.7711616777128759),0,0,0,0,0,0,1.0
-2.0132818618461816,35.92793233525755,0,testing,Kenya,POINT (35.92793233525755 -2.0132818618461816),1,0,0,0,0,0,1.0
-1.735086275079068,40.50489472621563,0,testing,Kenya,POINT (40.50489472621563 -1.735086275079068),0,0,0,0,0,0,0.0
-0.5513431781255153,34.84343325317191,1,testing,Kenya,POINT (34.84343325317191 -0.5513431781255153),1,1,1,0,1,0,1.0
2.4564363287855104,38.810924566797794,0,testing,Kenya,POINT (38.810924566797794 2.4564363287855104),0,0,0,0,0,0,0.0
0.4458346096659756,38.82801401094352,0,testing,Kenya,POINT (38.82801401094352 0.4458346096659756),0,0,0,0,0,0,0.0
1.951978852908563,35.01842360551604,0,testing,Kenya,POINT (35.01842360551604 1.951978852908563),0,0,0,0,0,0,1.0
-1.8744628832696688,38.63846258841169,0,testing,Kenya,POINT (38.63846258841169 -1.8744628832696688),0,0,0,0,0,0,0.0
4.509081535107014,34.67637175915808,0,testing,Kenya,POINT (34.67637175915808 4.509081535107014),0,0,0,1,0,0,0.0
-0.6330272098164963,34.80059714936316,1,testing,Kenya,POINT (34.80059714936316 -0.6330272098164963),1,1,1,0,1,0,1.0
-2.346187888919231,39.03989200445923,0,testing,Kenya,POINT (39.03989200445923 -2.346187888919231),0,0,0,0,0,0,0.0
3.97061768786652,36.43853260211107,0,testing,Kenya,POINT (36.43853260211107 3.97061768786652),0,0,0,0,0,0,0.0
3.044583442169261,38.8861466691318,0,testing,Kenya,POINT (38.8861466691318 3.044583442169261),0,0,0,1,0,0,0.0
3.7678862374880135,35.876614895369954,0,testing,Kenya,POINT (35.876614895369954 3.7678862374880135),0,0,0,0,0,0,0.0
2.5306209549193475,38.82883825639645,0,testing,Kenya,POINT (38.82883825639645 2.5306209549193475),0,0,0,0,0,0,0.0
-1.3301300190469625,38.2367270952654,0,testing,Kenya,POINT (38.2367270952654 -1.3301300190469625),0,0,0,0,0,0,0.0
0.0329932211573692,37.63554202932443,1,testing,Kenya,POINT (37.63554202932443 0.0329932211573692),1,0,0,0,0,0,1.0
-0.388438674158326,37.05135107858711,1,testing,Kenya,POINT (37.05135107858711 -0.388438674158326),1,1,0,0,1,1,1.0
-3.562375659885144,38.39683562140306,1,testing,Kenya,POINT (38.39683562140306 -3.562375659885144),0,0,0,1,0,0,1.0
-1.3194672935579193,38.47807537401632,0,testing,Kenya,POINT (38.47807537401632 -1.3194672935579193),0,0,0,0,0,0,0.0
1.2126009407086038,37.90724334671853,0,testing,Kenya,POINT (37.90724334671853 1.2126009407086038),0,0,0,1,0,0,0.0
0.7857613956282058,35.1493469381087,1,testing,Kenya,POINT (35.1493469381087 0.7857613956282058),1,1,0,1,1,1,1.0
2.415639616416417,37.04107541888969,0,testing,Kenya,POINT (37.04107541888969 2.415639616416417),0,0,0,0,0,0,0.0
0.8892938871269861,37.135914893319935,0,testing,Kenya,POINT (37.135914893319935 0.8892938871269861),0,0,0,0,0,0,0.0
-0.8857188443090579,34.280251153267145,1,testing,Kenya,POINT (34.280251153267145 -0.8857188443090579),0,0,0,0,1,1,1.0
-1.8734338149965883,36.91642788302333,0,testing,Kenya,POINT (36.91642788302333 -1.8734338149965883),0,0,0,0,0,0,1.0
-0.8743618235367431,37.665284200034286,0,testing,Kenya,POINT (37.665284200034286 -0.8743618235367431),1,1,1,0,1,0,0.0
-1.6826194889901331,40.28931527278772,0,testing,Kenya,POINT (40.28931527278772 -1.6826194889901331),0,0,0,0,0,0,0.0
0.9780628088660804,35.24886337281288,1,testing,Kenya,POINT (35.24886337281288 0.9780628088660804),1,1,0,1,1,1,1.0
-0.1429256758462986,35.350804743305915,1,testing,Kenya,POINT (35.350804743305915 -0.1429256758462986),0,1,0,0,0,0,1.0
-1.917881351688804,36.875372636897794,0,testing,Kenya,POINT (36.875372636897794 -1.917881351688804),0,0,0,0,0,0,0.0
-1.0011713498446717,36.36696602805077,0,testing,Kenya,POINT (36.36696602805077 -1.0011713498446717),0,0,0,0,0,0,0.0
-0.4505945813841973,34.03567997149679,0,testing,Kenya,POINT (34.03567997149679 -0.4505945813841973),0,0,0,0,1,0,1.0
0.0601113199746062,34.31052408060243,0,testing,Kenya,POINT (34.31052408060243 0.0601113199746062),1,1,1,0,1,0,1.0
3.057621068313114,40.112200611852735,0,testing,Kenya,POINT (40.112200611852735 3.057621068313114),0,0,0,1,0,0,0.0
-0.6348207832764996,37.59446156272681,0,testing,Kenya,POINT (37.59446156272681 -0.6348207832764996),1,0,1,0,1,0,1.0
-1.677966932120616,40.9961063143978,0,testing,Kenya,POINT (40.9961063143978 -1.677966932120616),0,0,0,0,0,0,0.0
2.6922268323855563,39.22212647015637,0,testing,Kenya,POINT (39.22212647015637 2.6922268323855563),0,0,0,0,0,0,0.0
-0.3316641332992772,36.21832154143681,1,testing,Kenya,POINT (36.21832154143681 -0.3316641332992772),0,1,0,1,1,1,1.0
-0.7822238210290815,34.51475222889342,1,testing,Kenya,POINT (34.51475222889342 -0.7822238210290815),1,1,1,0,1,1,1.0
3.3127536927240926,34.544980328359806,0,testing,Kenya,POINT (34.544980328359806 3.3127536927240926),0,0,0,0,0,0,0.0
2.0515640292935595,35.072614057925755,0,testing,Kenya,POINT (35.072614057925755 2.0515640292935595),0,0,1,0,0,0,1.0
-1.3320484579772995,36.79356032174582,0,testing,Kenya,POINT (36.79356032174582 -1.3320484579772995),0,0,0,0,0,0,1.0
-0.997502551481028,37.19698740538056,1,testing,Kenya,POINT (37.19698740538056 -0.997502551481028),1,0,0,0,1,1,0.0
-0.1227644790712441,35.97558762159962,1,testing,Kenya,POINT (35.97558762159962 -0.1227644790712441),1,1,0,1,1,1,1.0
1.278233126327596,36.92847527942525,0,testing,Kenya,POINT (36.92847527942525 1.278233126327596),0,0,0,0,0,0,0.0
1.5162521774427242,34.88630593159876,0,testing,Kenya,POINT (34.88630593159876 1.5162521774427242),1,0,0,0,0,0,1.0
0.4599662921332445,36.96408686642167,0,testing,Kenya,POINT (36.96408686642167 0.4599662921332445),0,0,0,0,0,0,1.0
-1.1297140056307589,35.13520286056352,1,testing,Kenya,POINT (35.13520286056352 -1.1297140056307589),0,0,1,0,1,0,1.0
3.9420204760538815,41.80068122597383,0,testing,Kenya,POINT (41.80068122597383 3.9420204760538815),0,0,0,0,0,1,0.0
-1.6763774091068298,36.41868031095638,0,testing,Kenya,POINT (36.41868031095638 -1.6763774091068298),0,0,0,0,0,0,1.0
-1.3282559996083236,38.033900036116925,0,testing,Kenya,POINT (38.033900036116925 -1.3282559996083236),1,1,0,0,1,0,1.0
-4.3996825162698165,39.29015146450414,1,testing,Kenya,POINT (39.29015146450414 -4.3996825162698165),0,1,1,0,1,0,1.0
-1.0728680549928664,37.44623545167376,0,testing,Kenya,POINT (37.44623545167376 -1.0728680549928664),1,0,0,0,0,0,1.0
-1.4034050963748328,40.00198076172898,1,testing,Kenya,POINT (40.00198076172898 -1.4034050963748328),0,0,0,1,0,1,0.0
-0.027030376910205,34.364068159964674,1,testing,Kenya,POINT (34.364068159964674 -0.027030376910205),0,0,1,0,1,0,1.0
2.4386926635852486,38.97895604283259,0,testing,Kenya,POINT (38.97895604283259 2.4386926635852486),0,0,0,1,0,0,0.0
0.1119954814090395,35.27387999609261,1,testing,Kenya,POINT (35.27387999609261 0.1119954814090395),0,0,0,0,1,1,0.0
-2.561109203069205,39.911542341177416,0,testing,Kenya,POINT (39.911542341177416 -2.561109203069205),0,0,0,0,0,0,0.0
0.5617606376305225,35.185079473396854,1,testing,Kenya,POINT (35.185079473396854 0.5617606376305225),1,1,1,1,1,1,1.0
-0.6795407745893438,35.05688885441114,1,testing,Kenya,POINT (35.05688885441114 -0.6795407745893438),1,1,1,0,1,1,1.0
3.7690288499729583,37.58793262053442,0,testing,Kenya,POINT (37.58793262053442 3.7690288499729583),0,0,0,1,0,0,0.0
0.6272795031255634,34.45875563125551,1,testing,Kenya,POINT (34.45875563125551 0.6272795031255634),1,1,1,0,1,0,1.0
-3.190642695064495,39.66080215448165,0,testing,Kenya,POINT (39.66080215448165 -3.190642695064495),0,0,0,0,0,0,0.0
0.6859414994541169,34.54046798139366,1,testing,Kenya,POINT (34.54046798139366 0.6859414994541169),1,1,1,1,1,1,1.0
-0.2633723289888229,39.073614246897385,0,testing,Kenya,POINT (39.073614246897385 -0.2633723289888229),0,0,0,0,0,0,0.0
1.7396830042557871,38.43291913085741,0,testing,Kenya,POINT (38.43291913085741 1.7396830042557871),0,0,0,0,0,0,0.0
-1.1671998161925197,36.65947410135244,1,testing,Kenya,POINT (36.65947410135244 -1.1671998161925197),1,1,1,1,0,1,1.0
-0.7355236000562643,34.45338777219258,0,testing,Kenya,POINT (34.45338777219258 -0.7355236000562643),0,0,1,0,1,0,1.0
0.4356879558642015,34.72286953140142,0,testing,Kenya,POINT (34.72286953140142 0.4356879558642015),1,0,1,0,1,0,1.0
1.055323072725927,35.247612435415604,1,testing,Kenya,POINT (35.247612435415604 1.055323072725927),1,1,0,1,1,1,1.0
0.4129892079455521,34.17397768556119,0,testing,Kenya,POINT (34.17397768556119 0.4129892079455521),1,1,1,0,1,0,1.0
-0.6045908967298282,36.90739764160443,0,testing,Kenya,POINT (36.90739764160443 -0.6045908967298282),1,1,0,0,1,1,1.0
3.089392923071744,34.93320904860172,0,testing,Kenya,POINT (34.93320904860172 3.089392923071744),0,0,0,0,0,0,1.0
0.7061819098528996,35.3860165585054,1,testing,Kenya,POINT (35.3860165585054 0.7061819098528996),1,1,0,1,1,1,1.0
-0.3040771550035826,36.83715746471805,1,testing,Kenya,POINT (36.83715746471805 -0.3040771550035826),1,1,1,1,1,1,1.0
-1.7747537021443485,35.47235817550058,0,testing,Kenya,POINT (35.47235817550058 -1.7747537021443485),1,1,1,0,0,0,1.0
-0.0505758171867291,35.9969624367669,1,testing,Kenya,POINT (35.9969624367669 -0.0505758171867291),0,1,1,1,0,1,1.0
0.9068522061088464,35.02138764947741,0,testing,Kenya,POINT (35.02138764947741 0.9068522061088464),1,1,1,1,1,1,1.0
-0.5670627725341534,37.28290916070205,0,testing,Kenya,POINT (37.28290916070205 -0.5670627725341534),0,1,0,0,1,0,1.0
1.6312781626526536,36.27531089330441,0,testing,Kenya,POINT (36.27531089330441 1.6312781626526536),0,0,0,0,0,0,0.0
2.3095627412092896,38.18613982888146,0,testing,Kenya,POINT (38.18613982888146 2.3095627412092896),0,0,0,0,0,0,0.0
2.961020075278439,38.82823907086845,0,testing,Kenya,POINT (38.82823907086845 2.961020075278439),0,0,0,0,0,0,0.0
-0.2521486060097435,35.756354105431015,1,testing,Kenya,POINT (35.756354105431015 -0.2521486060097435),1,1,1,1,0,1,1.0
-0.7668905312894166,34.05911892769959,0,testing,Kenya,POINT (34.05911892769959 -0.7668905312894166),0,0,0,0,0,0,0.0
-0.1875458624971384,34.24813006085403,0,testing,Kenya,POINT (34.24813006085403 -0.1875458624971384),1,1,1,0,1,0,1.0
-0.5870464083569815,39.38163103579628,0,testing,Kenya,POINT (39.38163103579628 -0.5870464083569815),0,0,0,0,0,0,0.0
4.020736333189546,34.407612059311866,0,testing,Kenya,POINT (34.407612059311866 4.020736333189546),0,0,0,0,0,0,1.0
-0.1159075048798257,34.5106962080211,1,testing,Kenya,POINT (34.5106962080211 -0.1159075048798257),0,1,1,0,1,0,1.0
0.8268795354015316,39.69907049836301,0,testing,Kenya,POINT (39.69907049836301 0.8268795354015316),0,0,0,0,0,0,0.0
-0.3726970918760983,35.00322143113498,0,testing,Kenya,POINT (35.00322143113498 -0.3726970918760983),1,0,1,0,1,0,1.0
0.4304058574197333,35.09439243911183,1,testing,Kenya,POINT (35.09439243911183 0.4304058574197333),1,1,0,1,1,1,1.0
3.866612663509674,35.13586471270375,0,testing,Kenya,POINT (35.13586471270375 3.866612663509674),0,0,0,0,0,0,0.0
3.367715795007657,38.15212804664146,0,testing,Kenya,POINT (38.15212804664146 3.367715795007657),0,0,0,1,0,0,0.0
-3.580862928287623,38.28657848017762,0,testing,Kenya,POINT (38.28657848017762 -3.580862928287623),0,0,0,1,1,0,1.0
2.45152108353291,39.404093137784,0,testing,Kenya,POINT (39.404093137784 2.45152108353291),0,0,0,1,0,0,0.0
2.547656684794862,35.06571170095948,0,testing,Kenya,POINT (35.06571170095948 2.547656684794862),0,0,0,0,0,0,0.0
0.2041539780883791,35.947769272904495,0,testing,Kenya,POINT (35.947769272904495 0.2041539780883791),0,0,0,0,0,0,1.0
-2.1375884435327785,37.91801786296307,0,testing,Kenya,POINT (37.91801786296307 -2.1375884435327785),1,0,0,1,0,0,0.0
0.4270656485748533,36.88669703425683,0,testing,Kenya,POINT (36.88669703425683 0.4270656485748533),0,0,0,0,0,0,1.0
-0.6537499847545581,34.068160039789994,1,testing,Kenya,POINT (34.068160039789994 -0.6537499847545581),0,0,0,0,1,0,1.0
0.0662535506242938,37.99915424752388,0,testing,Kenya,POINT (37.99915424752388 0.0662535506242938),1,1,0,0,1,0,0.0
1.666609091145675,38.23840190779963,0,testing,Kenya,POINT (38.23840190779963 1.666609091145675),0,0,0,0,0,0,0.0
2.9609319691321545,38.09419036742432,0,testing,Kenya,POINT (38.09419036742432 2.9609319691321545),0,0,0,0,0,0,0.0
0.0706670943028551,40.11268741129131,0,testing,Kenya,POINT (40.11268741129131 0.0706670943028551),0,0,0,0,0,0,0.0
-0.8617340640007177,35.33297997639196,1,testing,Kenya,POINT (35.33297997639196 -0.8617340640007177),1,1,1,1,1,0,1.0
4.10000582662628,35.85807814705425,0,testing,Kenya,POINT (35.85807814705425 4.10000582662628),0,0,0,0,0,0,0.0
-0.6466759300640075,34.5729975776531,1,testing,Kenya,POINT (34.5729975776531 -0.6466759300640075),1,0,1,0,1,1,1.0
1.1821031768260064,40.54624459387527,0,testing,Kenya,POINT (40.54624459387527 1.1821031768260064),0,0,0,0,0,0,0.0
-0.4116073576349722,37.54841395043928,0,testing,Kenya,POINT (37.54841395043928 -0.4116073576349722),1,0,0,0,0,0,1.0
-0.9621064827168124,35.75968549281819,1,testing,Kenya,POINT (35.75968549281819 -0.9621064827168124),1,1,0,1,1,1,1.0
-0.7925917814780629,35.074744972874576,1,testing,Kenya,POINT (35.074744972874576 -0.7925917814780629),1,1,0,0,1,1,1.0
3.53618931300853,34.46024019008391,0,testing,Kenya,POINT (34.46024019008391 3.53618931300853),0,0,0,0,0,0,1.0
2.824285402842024,38.83677570935286,0,testing,Kenya,POINT (38.83677570935286 2.824285402842024),0,0,0,0,0,0,0.0
-0.6140394095524093,37.397368184916,1,testing,Kenya,POINT (37.397368184916 -0.6140394095524093),1,1,0,1,1,0,1.0
-1.8264944601622872,35.762616150651965,0,testing,Kenya,POINT (35.762616150651965 -1.8264944601622872),0,0,0,0,0,0,1.0
-1.000772776636237,36.54848043845705,1,testing,Kenya,POINT (36.54848043845705 -1.000772776636237),0,0,0,1,0,1,1.0
3.627360664812145,36.02608988189172,0,testing,Kenya,POINT (36.02608988189172 3.627360664812145),0,0,0,0,0,0,0.0
-0.4711191719458589,33.98152361411099,0,testing,Kenya,POINT (33.98152361411099 -0.4711191719458589),0,0,0,0,1,0,1.0
-0.941069865990557,36.08813405957186,1,testing,Kenya,POINT (36.08813405957186 -0.941069865990557),1,1,1,1,1,1,0.0
-0.717185806924993,37.60598532487981,0,testing,Kenya,POINT (37.60598532487981 -0.717185806924993),1,0,1,0,1,0,1.0
0.8305382197080086,34.46747779967232,1,testing,Kenya,POINT (34.46747779967232 0.8305382197080086),0,0,0,0,0,1,1.0
-0.3618333230127006,34.840773987663475,0,testing,Kenya,POINT (34.840773987663475 -0.3618333230127006),0,0,0,0,1,0,1.0
-2.625588354308176,37.41092767037453,0,testing,Kenya,POINT (37.41092767037453 -2.625588354308176),0,0,0,1,0,0,0.0
4.001073110839722,34.5067667042273,0,testing,Kenya,POINT (34.5067667042273 4.001073110839722),0,0,0,0,0,0,1.0
-0.4902090405042629,37.67487855659351,1,testing,Kenya,POINT (37.67487855659351 -0.4902090405042629),1,0,0,0,1,1,1.0
1.984937269107424,36.81888775078636,0,testing,Kenya,POINT (36.81888775078636 1.984937269107424),0,0,0,0,0,0,0.0
-1.0513444774351794,35.24994048248167,1,testing,Kenya,POINT (35.24994048248167 -1.0513444774351794),1,1,0,0,1,1,1.0
-0.5930179628924186,36.38636671973139,0,testing,Kenya,POINT (36.38636671973139 -0.5930179628924186),0,0,0,0,0,0,1.0
0.6303587257539014,40.907140441399896,0,testing,Kenya,POINT (40.907140441399896 0.6303587257539014),0,0,0,0,0,0,0.0
1.1655669652004106,34.96987624938218,1,testing,Kenya,POINT (34.96987624938218 1.1655669652004106),1,1,0,1,1,1,1.0
